,job_title,company,location,salary,summary,url,easily_apply?
67,"Digital Operations Manager , Level III",WhiteMoon Dreams,Los Angeles,N/A,"Education: Bachelor's Degree or higher.
The Digital Operations Project Manager (Level III) will work with the team to manage, plan and implement the company…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=b82088d02ec4983b&fccid=dfe4d9efef838b00&vjs=3",True
69,Director of Operations and Risk Management,SkyOne Federal Credit Union,Los Angeles,N/A,"This person will lead compliance, fraud, and operations functions, and will be responsible for the development and execution of a robust and effective…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=b3bfc074b43d53da&fccid=1b6f572bcc3b982c&vjs=3",True
71,Clinical Operations Manager,Arrowhead Pharmaceuticals,Los Angeles,N/A,"Broad understanding of clinical operations related to clinical development functions.
Participate in clinical operations initiatives and meetings as assigned…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=0b838f7f4ab352c9&fccid=05aa1a43d8806cef&vjs=3",True
74,Operations Manager,Insight Global,Los Angeles,"$120,000 - $145,000 a year","This operations manager must be able to utilize PowerPoint to create presentations to upper management.
5+ years in operations management.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCi52Bcb3JNt3Qfp7y0IX4HxvUgtEauwIbBRlLSDmh3bchx_3HUI_7DkEEpdssbsrF9JUqdsFNDknoY3FrDqfFftbMKzXQ3wSimDElH6oDddHQ1MKUuv31M0RhPM34noskJCoxWwr3o1ckqAIwZYzTZ_wr0N01KwrBb8sy4N4YTgGf74179zgT4pw9ukk-wDs7TRCjfF9aPWonybEeldXrE7mUgPuIsP-ErxAkdTb7FPVTYYttocnsrxg6kR4FvuN0xtQDgUS5CHARIDzrg45W3DCICFhzLRMeU7BLHMAKqWZylwHPgC8vFzCjYAGljugCoGUIHR1TvUYRdYSB0aQ-jVXsgrGB9N2Q-4u-o6eMKdjf0_ws__JDkoTB48Q-BpW3RPP1C9f9A7mGBnkBt5UyH_3WJo-H5DOLMHGVpGHbGQkcjgsufCg1Rs=&p=5&fvj=1&vjs=3",True
75,Marketing Operations & Automation Manager,Paper,Los Angeles,N/A,"5 years experience in marketing automation and/or operations.
Responsible for driving operational excellence and directly contributing to overall growth by…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=15b97078402a022e&fccid=8ec730d70d62d0f1&vjs=3",True
76,Laboratory Operations Manager,Food Safety Net Services,Los Angeles,N/A,"Participate in generating and interpreting operations budgets and various operational reports, as needed.
Standard of operations for all testing performed by…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=1f39efcbd8c454e6&fccid=3d16940c93e9ce64&vjs=3",True
77,"VP, Network Operations",Vubiquity Inc,Los Angeles,N/A,"Exceptional leader, people manager and customer advocate with a passion for technical support.
Available and adaptable to work various shifts in a 24x7x365…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=dd6100ea55a3a492&fccid=3b02822fa5969cb3&vjs=3",True
80,"Digital Operations Manager , Level III",WhiteMoon Dreams,Los Angeles,N/A,"Education: Bachelor's Degree or higher.
The Digital Operations Project Manager (Level III) will work with the team to manage, plan and implement the company…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=b82088d02ec4983b&fccid=dfe4d9efef838b00&vjs=3",True
83,Director of Operations and Risk Management,SkyOne Federal Credit Union,Los Angeles,N/A,"This person will lead compliance, fraud, and operations functions, and will be responsible for the development and execution of a robust and effective…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=b3bfc074b43d53da&fccid=1b6f572bcc3b982c&vjs=3",True
85,Clinical Operations Manager,Arrowhead Pharmaceuticals,Los Angeles,N/A,"Broad understanding of clinical operations related to clinical development functions.
Participate in clinical operations initiatives and meetings as assigned…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=0b838f7f4ab352c9&fccid=05aa1a43d8806cef&vjs=3",True
88,Operations Manager,Insight Global,Los Angeles,"$120,000 - $145,000 a year","This operations manager must be able to utilize PowerPoint to create presentations to upper management.
5+ years in operations management.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCi52Bcb3JNt3Qfp7y0IX4HxvUgtEauwIbBRlLSDmh3bchx_3HUI_7DkEEpdssbsrF9JUqdsFNDknoY3FrDqfFftbMKzXQ3wSimDElH6oDddHQ1MKUuv31M0RhPM34noskJCoxWwr3o1cyol1Cm8cXOu7m5BWYldrq-peoUpz1TKkp8AVO7By7cm4UI-B34OTl6f9kSY7WbBuBApkhNh0BDefSPHVHaByzDNUS4SU8i2pHbcdKaxLHWWNYb8GwanLv2C5IO7tiC0tOJN6m8BccCoySiDxOZWclCHjd1EttD1ynimwdM5B7YDHHcvqpADVTqX-bgcFUDVj-Z2ssE00VAqtQMGe7M-d3tsRdUijuCtBEnmkmF16r-i05EvYgut2_zzM9hXYkbdsF71X43yne8LGEZGpCMn6CPi-pO7TaGWaBWEFzKuPsv8=&p=5&fvj=1&vjs=3",True
89,Marketing Operations & Automation Manager,Paper,Los Angeles,N/A,"5 years experience in marketing automation and/or operations.
Responsible for driving operational excellence and directly contributing to overall growth by…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=15b97078402a022e&fccid=8ec730d70d62d0f1&vjs=3",True
29,VP of Operations,AMS Paving,Los Angeles,"$120,000 - $140,000 a year","Minimum of 10 years’ experience as a manager or supervisor in a construction environment.
This role also requires skill in planning, organization, strategies,…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/pagead/clk?mo=r&ad=-6NYlbfkN0A7J1_miGGU21xXEjSqZOz0AOIIvmKcZj4O8TRv-tFx25iiZikhug9F-bttGCkwRX5OmI15AblQPP5MkhMN76AsYVA4s_TtD9WdddE4isozImg1srBagQriqWWEIeazqLe_qmsglkRwAITZAIiDPqHBHuHHUJolZGhflOWZfO7hiVNimFhAbe7isq-gfWjyil_aWgorZjbM5Id53rgM-7NHvMw0Wsji2XfPMYjNH21ICxi11pBtK1KAKB-mk6_980QG7rk3OsgWjcKaM3A3eHYbElpOyJHYxcQ1Lbqrrm2THiQRR6ePGIjlbCTWEFgpLT4Nd21qp_mvMS1YvlU3czvdU5DvbEaKkjSedQjGAB8Z1nzr6M4h-VI0r3dqXDYU9uUEzGDgxE4LHwPXGq3ZD1YqBjHOFIzIBGe138l3KQQjOM6MK2BKudmkCWWzDgh5AB0ILfXbuDeo86CBC1vACAc96xTX6y3mfCVc4ia6MBc_DQ==&p=0&fvj=1&vjs=3",True
30,EHS Manager,Golden State Foods,Los Angeles,N/A,"Train and coach managers and supervisors on behavior based strategies, accident investigation, hazard identification, self-inspection and employee training.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/pagead/clk?mo=r&ad=-6NYlbfkN0BabXG9d6qXEArQ4O3z0xEkGaGr4BLAmhs6Wi4MMsAiV72s_OgcXA1oqJgYiD4mwPQCJ1ODpHdA1q7nF47jT0vJyx6BzsF-4czu55hitDZToZEuE-oRGhOBboKGulvIY3FRNphqUznGxeOyqAZ6VaWbSO0vtGlvRgIqZI-nPW9pb-G2Q9yGAiOjUCabc0X4fHTgFspr-senQ6gMn_3XXiCVo63WJq_GGMk3m01gvdZLQQNj1-VWmz8E6-shToHYKYiVLBnqPK24PJTCQ1XSUi3mOavfEqZpw1tXWaJDxh-2euedonuCOA5IT-RfEhITCSmcc7fymqitjHASH2ZpTyR9uDXk5emQcfpnpevm3Zzf4eBRQt9l5_TaKnQPVBzj2M954Nl56u4c4-1nRxtRmAk0Xbo_LDGH_P-JOuE1DmDO5i5AwqN0So-y4UqHGwdCWs_ugs65UhXg2v22pHpzatqSxooKPDAJ8k0=&p=1&fvj=1&vjs=3",True
31,Plant Engineering Manager,Reynaldo's Mexican Food Company,Los Angeles,"Up to $100,000 a year","Previous experience with managing complexity and rapidly changing strategies.
Creates specific objectives, functional strategies and develops budgets, policies…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/pagead/clk?mo=r&ad=-6NYlbfkN0DcVFhgznB5Qf25mtipWviiFWbcFq41hIAu5tYUiFACfuwU_hWgLE3t8843IP1k4qLdCBquNmIWj6RLCOvBdkWLh1NGdzKUk9Iw_r_mZn4xtpbbo9CET_rt_qZrIrYYWl_Lyv2De9dXaufWkmlpRkveGbRpfY_M_hLO3jiCgg180TjdYbsNFwkX4h6asEm9pynPbvZ1VCH8HIZxl4IVVaBf4FFtfFn_ahloXvgYcsx_ykIyUsKtZsWV6MmniquFP8WBCbW-HIvPKebXhU8gemrKr4lSB7q-9W2nI-m4S8c42Bhmr6Zo9_-jx1X0LOck_tWjpJtivGL1CKVc6SAC3kPm6CaCz6RpkNGgFAnUys-Aa2Duum9iaQX2adq_57T5XIzQ4FQxjFux95cQyOSwaksnSCx3BwzSu-dsydqAE6FFpX29H_vOe7PHiqlRHyKzrobRKXi4PE3Ve4m_D6cpHGvDuEX5xLMTk5SQsiu1f7vZZA==&p=2&fvj=1&vjs=3",True
4,HR Project Manager,Harrison National Employment,Los Angeles,$65 - $68 an hour,"5+ years of experience in a project management role managing large complex projects, preferably in support of a human resources organization.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0Afi0sXm9gnkv3-uFz6ngakMeWCwjUzS9rrHDpAW-UpmLiqpg0yv8mnAseFR4A2GRLbWvRv1w-4RxatK47u8u8VZPZExA4VeVr2hX3nWF-Q8nMeGvjY_A1SajYMqXmXHb2W5VXZLbDWPPgGOBwEz-oS614y7XnTtQppdFAPpUDLYTb_2AdG9MCvV91YmRm3RBELWkxOW0J-L_yTvCEpIsx8ZhzGUaMj41IXOufG3EY8TZ3ECij_u8447lctrEELIQQkRZQVMnZDMSCxd4phe6cSqGk5jM-F4tIgi1pPce0NiAFq7vfWkTykbOVNJjuo12Uri0j_Mqbid6gIUeAydCh3VK6nuClQmK86ydQVahGtKbYNDUGIF9g02PsRPfMER1fN0COkw5_saJUFkJKp8_Hw7tkhss6WjY-OVmX2HOlslcZTKgX9-6W2FyPjBrjMmbDrCrti2P246LWnmI9UOjDHSN9LqnXZvvY=&p=4&fvj=1&vjs=3",True
6,Facilities Project Manager I,Los Angeles Unified School District,Los Angeles,"$97,000 - $121,000 a year","(Complex projects involve multiple trades and project dollar value.).
A Facilities Project Manager I directs and participates in school construction,…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/company/Los-Angeles-Unified-School-District/jobs/Facility-Project-Manager-4bb668b3bcde7883?fccid=67238882479f88a2&vjs=3",True
7,Project Manager,GCX LLC,Los Angeles,"$80,000 - $160,000 a year"," Manage the entire project lifecycle from project initiation through closure.
 Create, execute, monitor, and revise project plan to meet changing project…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/company/GCX-LLC/jobs/Project-Manager-1c5d7d2e5a5ef71e?fccid=b9389f0b1189717c&vjs=3",True
9,Project Manager,Scenario Cockram USA,Los Angeles,"$90,000 - $120,000 a year","Generates project change orders and monitors all project deliverables.
Initiates and chairs project design and production meetings with the project team members…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/company/Scenario-A-Cockram-Company/jobs/Project-Manager-74ea61c8bdbe555c?fccid=ee68b98e412779e3&vjs=3",True
11,Supply Chain Project Manager,Bobrick Washroom Equipment Inc,Los Angeles,"$96,000 - $115,000 a year","Must have project management experience.
Participates in multifunctional team meetings, task forces, and projects as a representative of the Supply Chain…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/company/Bobrick-Washroom-Equipment/jobs/Supply-Chain-Project-Manager-77c440c6a1713a64?fccid=3193dd673b8000a4&vjs=3",True
12,Project Manager,Howard Building Corporation,Los Angeles,"$95,000 - $140,000 a year","Regularly visit project sites to monitor and discuss status of projects with the superintendents.
Coordinate and document weekly project site meetings.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/company/Howard-Building-Corporation/jobs/Project-Manager-dd9ec872a507fd84?fccid=d4cce6784d618b7a&vjs=3",True
15,Implementation Project Manager,TigerConnect,Los Angeles,N/A,"Demonstrated success in a project management role.
The TigerConnect team is seeking a well-organized project manager with strong communication skills and…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=d1b94d5d32b9f0cc&fccid=7fa25566e26b9d43&vjs=3",True
19,Project Manager,AP Construction Group,Los Angeles,"$90,000 - $130,000 a year","Client and project team interface.
Management of Public Works project.
Management of DSA governed projects.
Quality Control and Project Safety.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/company/AP-Construction-Group/jobs/Project-Manager-7d12f0cbc52ce984?fccid=21757c0942024ec1&vjs=3",True
22,Project Manager/Product Manager,PrettyLitter,Los Angeles,"$101,000 - $127,000 a year","You’ll develop project schedules and coordinate creative asset deliverables, while leading status meetings to ensure projects are running on time and with…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/company/PrettyLitter/jobs/Project-Manager-Product-Manager-f1e17371bd41de86?fccid=33c7aee0d8e590fb&vjs=3",True
26,Project Manager,Esports Engine,Los Angeles,N/A,"Experience: 5+ years of project management experience, including tracking and planning projects.
Measure project performance to identify areas for improvement.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=216b4fd025a3535d&fccid=e5baa784b11adf1c&vjs=3",True
31,Project Management,AIM,Los Angeles,"$100,000 - $140,000 a year","Ability to thrive in the face of ambiguity - most of our projects have scope gaps.
Strong communication skills to clearly convey project needs and technical…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/company/AIM/jobs/Project-Management-697c1625137f068c?fccid=07fcf39b04398f74&vjs=3",True
35,Project Manager,Related Companies,Los Angeles,N/A,Keep minutes for regular status reports and project meetings with the project team and keep ownership informed during the project.,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=24c1d359bd5182eb&fccid=110f5406c8843444&vjs=3",True
36,Project Manager,Innova Medical Group,Los Angeles,N/A,"Coordinate with stakeholders and cross-function team to develop project plans for all assigned projects.
Identify critical path, project risks and work with…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=10f07cebdc925b02&fccid=07d1d6efee6b49e6&vjs=3",True
41,Project Development Manager,ECM Group,Los Angeles,"$130,000 - $180,000 a year","Experience with both project delivery and procurement methods for public projects.
Reports on project budget, schedule and issues.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/company/ECM-Group/jobs/Project-Development-Manager-764150592eadeaaf?fccid=f5cf9d1efe4c2eac&vjs=3",True
49,IT Project Manager,National Notary Association,Los Angeles,"$95,000 - $115,000 a year","Effectively and accurately communicate relevant project information to stakeholders and the project team, including project status and issues that may impact…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/company/National-Notary-Association/jobs/IT-Project-Manager-5bd87fc479de6a51?fccid=0ce96872072c388a&vjs=3",True
50,Project Manager,Related Companies,Los Angeles,N/A,Keep minutes for regular status reports and project meetings with the project team and keep ownership informed during the project.,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=24c1d359bd5182eb&fccid=110f5406c8843444&vjs=3",True
55,"Project Manager - Global Operations, N.America",Railsbank,Los Angeles,N/A,An experienced project manager with at least 10 years of work experience and at least 3 years working as a project manager.,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=2ea14b9a926e5d32&fccid=c575675b09f7d136&vjs=3",True
65,Project Manager (Direct to Consumer),Mattel,Los Angeles,N/A,"Facilitate the process of approving/declining the initiation of new teams and projects/programmes.
Able to organize and structure the governance of a complex…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=e0786866bb0152d6&fccid=c83b406ee927ab6a&vjs=3",True
69,Project Manager,Venbrook Insurance Services,Los Angeles,N/A,Manage project activities through the effective use of project management principles and the specific methodologies adopted by the PMI and Agile methodology to…,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/company/Venbrook-Insurance-Services/jobs/Project-Manager-5eb6928d0ec93744?fccid=acbf63cd08686e04&vjs=3",True
70,Project Superintendent,GCX LLC,Los Angeles,$28 - $72 an hour," Ensure subcontractor has corrected all deficiencies identified by project team.
 Walk project daily to monitor activities and assist in future planning.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/company/GCX-LLC/jobs/Project-Superintendent-33d9e8313050b856?fccid=b9389f0b1189717c&vjs=3",True
76,HR Project Manager,Harrison National Employment,Los Angeles,$65 - $68 an hour,"5+ years of experience in a project management role managing large complex projects, preferably in support of a human resources organization.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/pagead/clk?mo=r&ad=-6NYlbfkN0Afi0sXm9gnkv3-uFz6ngakMeWCwjUzS9rrHDpAW-UpmLiqpg0yv8mnAseFR4A2GRLbWvRv1w-4RxatK47u8u8VZPZExA4VeVr2hX3nWF-Q8nMeGvjY_A1SajYMqXmXHb2W5VXZLbDWPPgGOBwEz-oS614y7XnTtQppdFAPpUDLYTb_2AdG9MCvsc01awzC18vIojQ8X2VluShAFMuYY_u7pher42EEbDHEJVRJvKUm8lspDLidGTsBccEHi9eSEHuasbuQj-dk1v6r80EnQzdIx5mIg7nGe59mkoeT2X2WlgVY_6RRLJqSLQb-obRCc9bTHIgnDs-pKIhHMEf874m28GgAOdbxpAOSe0DO868CwYNmUThC_65Ypt3XBHmUra_S_D22ucgBTaGQHjjfoy58bkQ3b0eaUiYuuM1Qj_CsZlV95UMW4XWeyjUSrve6-Re4E5vC7Z9w6twDCOmvkINmmn1FI7iefqA=&p=12&fvj=1&vjs=3",True
80,IT Project Manager,Gelfand Rennert & Feldman,Los Angeles,N/A,"Use project management tools to track project performance and schedule adherence.
Plan and manage compliance projects.
Conduct risk assessments for projects.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=5934d44429c5e0a0&fccid=d04ab580d3ce0460&vjs=3",True
82,Program Manager - 1741,Bridgewater Consulting Group,Los Angeles,N/A,"Experience with Agile project management.
Program management for multiple project tracks simultaneously.
Ensure project quality leveraging industry expertise…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/company/Bridgewater-Consulting-Group/jobs/Program-Manager-d78d8b835f789d39?fccid=be12e80292fef727&vjs=3",True
84,Project Manager (Direct to Consumer),Mattel,Los Angeles,N/A,"Facilitate the process of approving/declining the initiation of new teams and projects/programmes.
Able to organize and structure the governance of a complex…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=e0786866bb0152d6&fccid=c83b406ee927ab6a&vjs=3",True
